compartments,abundance,growth_rate,reactions,metabolites,taxon,tradeoff,sample_id
Fusobacterium,0.0016037063435495366,0.0013708114186598282,2197,1602,Fusobacterium,0.30000000000000004,Cancer3
Haemophilus,0.0003563791874554525,0.00030472674195241363,1504,1246,Haemophilus,0.30000000000000004,Cancer3
Holdemanella,0.02583749109052031,0.022089048859477052,1585,1192,Holdemanella,0.30000000000000004,Cancer3
Lachnoclostridium,0.004454739843193157,0.003807765839609627,3174,1970,Lachnoclostridium,0.30000000000000004,Cancer3
Lachnospira,0.0010691375623663576,0.0046488046382737085,1163,1052,Lachnospira,0.30000000000000004,Cancer3
Lactobacillus,0.0005345687811831788,0.00045700044614361044,3241,1907,Lactobacillus,0.30000000000000004,Cancer3
Marvinbryantia,0.016393442622950817,0.014012871990689945,1996,1375,Marvinbryantia,0.30000000000000004,Cancer3
Megamonas,0.007305773342836778,0.00624473115779367,2052,1493,Megamonas,0.30000000000000004,Cancer3
Megasphaera,0.029935851746258013,0.027719520966668174,1206,1068,Megasphaera,0.30000000000000004,Cancer3
Mogibacterium,0.002494654312188168,0.006150186829064509,955,913,Mogibacterium,0.30000000000000004,Cancer3
Parabacteroides,0.010869565217391302,0.009290939491313484,2870,1747,Parabacteroides,0.30000000000000004,Cancer3
Paraprevotella,0.040627227369921595,0.03472678579576414,1968,1391,Paraprevotella,0.30000000000000004,Cancer3
Phascolarctobacterium,0.012116892373485387,0.01143357391356677,1019,945,Phascolarctobacterium,0.30000000000000004,Cancer3
Pseudomonas,0.000712758374910905,0.0006092918404779875,2184,1588,Pseudomonas,0.30000000000000004,Cancer3
Roseburia,0.07840342124019956,0.06701660360716732,2357,1567,Roseburia,0.30000000000000004,Cancer3
Streptococcus,0.003920171062009978,0.003350835252838061,2896,1822,Streptococcus,0.30000000000000004,Cancer3
Subdoligranulum,0.01532430506058446,0.01394323278225849,1731,1301,Subdoligranulum,0.30000000000000004,Cancer3
Sutterella,0.000712758374910905,0.0006092918997459654,1233,1081,Sutterella,0.30000000000000004,Cancer3
Acidaminococcus,0.0017818959372772627,0.0010131540790959872,1278,1090,Acidaminococcus,0.2,Cancer3
Actinomyces,0.00142551674982181,0.0008105232384517801,2445,1643,Actinomyces,0.2,Cancer3
Akkermansia,0.04454739843193157,0.027959932748701816,2274,1386,Akkermansia,0.2,Cancer3
Alistipes,0.016571632216678542,0.009422332627436757,2650,1613,Alistipes,0.2,Cancer3
Anaerostipes,0.02975766215253029,0.01691967255530448,2034,1491,Anaerostipes,0.2,Cancer3
Bacteroides,0.0833927298645759,0.04741560932360534,3307,1887,Bacteroides,0.2,Cancer3
Barnesiella,0.000712758374910905,0.009270005518619562,2235,1371,Barnesiella,0.2,Cancer3
Bifidobacterium,0.019779044903777618,0.011246009895661782,3108,1734,Bifidobacterium,0.2,Cancer3
Blautia,0.3749109052031361,0.2131676107781829,3108,1818,Blautia,0.2,Cancer3
Butyricicoccus,0.007483962936564503,0.009799050147022013,1915,1442,Butyricicoccus,0.2,Cancer3
Collinsella,0.04419101924447611,0.02512622031234539,2629,1587,Collinsella,0.2,Cancer3
Dorea,0.02868852459016393,0.016311780123497346,2368,1614,Dorea,0.2,Cancer3
Erysipelatoclostridium,0.000712758374910905,0.00040526162999051193,2826,1639,Erysipelatoclostridium,0.2,Cancer3
Faecalibacterium,0.09248039914468993,0.05258269491012063,1986,1472,Faecalibacterium,0.2,Cancer3
Faecalitalea,0.0008909479686386313,0.0051127869035675,994,892,Faecalitalea,0.2,Cancer3
Fusobacterium,0.0016037063435495366,0.0009118386986930681,2197,1602,Fusobacterium,0.2,Cancer3
Haemophilus,0.0003563791874554525,0.00020263081110958364,1504,1246,Haemophilus,0.2,Cancer3
Holdemanella,0.02583749109052031,0.014950498735734691,1585,1192,Holdemanella,0.2,Cancer3
Lachnoclostridium,0.004454739843193157,0.0025328851321058006,3174,1970,Lachnoclostridium,0.2,Cancer3
Lachnospira,0.0010691375623663576,0.007733797090897237,1163,1052,Lachnospira,0.2,Cancer3
Lactobacillus,0.0005345687811831788,0.00030394623261940175,3241,1907,Lactobacillus,0.2,Cancer3
Marvinbryantia,0.016393442622950817,0.009435424737720941,1996,1375,Marvinbryantia,0.2,Cancer3
Megamonas,0.007305773342836778,0.004153931591790801,2052,1493,Megamonas,0.2,Cancer3
Megasphaera,0.029935851746258013,0.02055192425513977,1206,1068,Megasphaera,0.2,Cancer3
Mogibacterium,0.002494654312188168,0.005534678253417346,955,913,Mogibacterium,0.2,Cancer3
Parabacteroides,0.010869565217391302,0.006180239680479558,2870,1747,Parabacteroides,0.2,Cancer3
Paraprevotella,0.040627227369921595,0.02309991223822114,1968,1391,Paraprevotella,0.2,Cancer3
Phascolarctobacterium,0.012116892373485387,0.00817813586795375,1019,945,Phascolarctobacterium,0.2,Cancer3
Pseudomonas,0.000712758374910905,0.0004052616329821086,2184,1588,Pseudomonas,0.2,Cancer3
Roseburia,0.07840342124019956,0.04457877794951858,2357,1567,Roseburia,0.2,Cancer3
Streptococcus,0.003920171062009978,0.002228938899749509,2896,1822,Streptococcus,0.2,Cancer3
Subdoligranulum,0.01532430506058446,0.010064714708295314,1731,1301,Subdoligranulum,0.2,Cancer3
Sutterella,0.000712758374910905,0.0004052616681582713,1233,1081,Sutterella,0.2,Cancer3
Acidaminococcus,0.0017818959372772627,0.0005031641382277146,1278,1090,Acidaminococcus,0.1,Cancer3
Actinomyces,0.00142551674982181,0.00040253893306088943,2445,1643,Actinomyces,0.1,Cancer3
Akkermansia,0.04454739843193157,0.01696440173750287,2274,1386,Akkermansia,0.1,Cancer3
Alistipes,0.016571632216678542,0.0046792609366283575,2650,1613,Alistipes,0.1,Cancer3
Anaerostipes,0.02975766215253029,0.008402542029505267,2034,1491,Anaerostipes,0.1,Cancer3
Bacteroides,0.0833927298645759,0.023547241905639817,3307,1887,Bacteroides,0.1,Cancer3
Barnesiella,0.000712758374910905,0.009419164249174954,2235,1371,Barnesiella,0.1,Cancer3
Bifidobacterium,0.019779044903777618,0.005584923780794374,3108,1734,Bifidobacterium,0.1,Cancer3
Blautia,0.3749109052031361,0.10586193712309355,3108,1818,Blautia,0.1,Cancer3
Butyricicoccus,0.007483962936564503,0.006107831551195645,1915,1442,Butyricicoccus,0.1,Cancer3
Collinsella,0.04419101924447611,0.012478025805330984,2629,1587,Collinsella,0.1,Cancer3
Dorea,0.02868852459016393,0.008100654305056363,2368,1614,Dorea,0.1,Cancer3
Erysipelatoclostridium,0.000712758374910905,0.00020129927569661454,2826,1639,Erysipelatoclostridium,0.1,Cancer3
Faecalibacterium,0.09248039914468993,0.026113287509381355,1986,1472,Faecalibacterium,0.1,Cancer3
Faecalitalea,0.0008909479686386313,0.006531823321210363,994,892,Faecalitalea,0.1,Cancer3
Fusobacterium,0.0016037063435495366,0.0004528515536907067,2197,1602,Fusobacterium,0.1,Cancer3
Haemophilus,0.0003563791874554525,0.0001007039309130497,1504,1246,Haemophilus,0.1,Cancer3
Holdemanella,0.02583749109052031,0.008361983942035186,1585,1192,Holdemanella,0.1,Cancer3
Lachnoclostridium,0.004454739843193157,0.0012578722649219868,3174,1970,Lachnoclostridium,0.1,Cancer3
Lachnospira,0.0010691375623663576,0.004970745521711828,1163,1052,Lachnospira,0.1,Cancer3
Lactobacillus,0.0005345687811831788,0.0001509962684464545,3241,1907,Lactobacillus,0.1,Cancer3
Marvinbryantia,0.016393442622950817,0.0056798619324152045,1996,1375,Marvinbryantia,0.1,Cancer3
Megamonas,0.007305773342836778,0.002062903238859283,2052,1493,Megamonas,0.1,Cancer3
Megasphaera,0.029935851746258013,0.013498158425918795,1206,1068,Megasphaera,0.1,Cancer3
Mogibacterium,0.002494654312188168,0.005956129147668347,955,913,Mogibacterium,0.1,Cancer3
Parabacteroides,0.010869565217391302,0.0030691940057457467,2870,1747,Parabacteroides,0.1,Cancer3
Paraprevotella,0.040627227369921595,0.011471733682862775,1968,1391,Paraprevotella,0.1,Cancer3
Phascolarctobacterium,0.012116892373485387,0.004841765397662399,1019,945,Phascolarctobacterium,0.1,Cancer3
Pseudomonas,0.000712758374910905,0.00020129928981751035,2184,1588,Pseudomonas,0.1,Cancer3
Roseburia,0.07840342124019956,0.022138431420029678,2357,1567,Roseburia,0.1,Cancer3
Streptococcus,0.003920171062009978,0.0011069293708807788,2896,1822,Streptococcus,0.1,Cancer3
Subdoligranulum,0.01532430506058446,0.006462276908111544,1731,1301,Subdoligranulum,0.1,Cancer3
Sutterella,0.000712758374910905,0.00020129956994439907,1233,1081,Sutterella,0.1,Cancer3
Acidaminococcus,0.004429678848283499,0.0,1278,1090,Acidaminococcus,,Cancer4
Actinomyces,0.001993355481727575,0.0,2445,1643,Actinomyces,,Cancer4
Akkermansia,0.000664451827242525,0.0,2274,1386,Akkermansia,,Cancer4
Alistipes,0.05293466223698782,9.30529792301378,2650,1613,Alistipes,,Cancer4
Anaerostipes,0.05647840531561462,0.0,2034,1491,Anaerostipes,,Cancer4
Bacteroides,0.0637873754152824,0.0,3307,1887,Bacteroides,,Cancer4
Bifidobacterium,0.022812846068660023,0.0,3108,1734,Bifidobacterium,,Cancer4
Bilophila,0.00044296788482834997,0.0,1386,1194,Bilophila,,Cancer4
Blautia,0.3105204872646733,0.0,3108,1818,Blautia,,Cancer4
Butyricicoccus,0.007751937984496125,0.0,1915,1442,Butyricicoccus,,Cancer4
Collinsella,0.10919158361018827,0.0,2629,1587,Collinsella,,Cancer4
Desulfovibrio,0.0031007751937984496,0.0,1739,1384,Desulfovibrio,,Cancer4
Dorea,0.007751937984496125,0.0,2368,1614,Dorea,,Cancer4
Erysipelatoclostridium,0.005758582502768549,0.0,2826,1639,Erysipelatoclostridium,,Cancer4
Eubacterium,0.0008859357696566999,-1.3651302310790925e-12,2482,1761,Eubacterium,,Cancer4
Faecalibacterium,0.010188261351052049,2.597033699203166e-12,1986,1472,Faecalibacterium,,Cancer4
Faecalitalea,0.004651162790697674,0.0,994,892,Faecalitalea,,Cancer4
Flavonifractor,0.0022148394241417496,0.0,1207,1105,Flavonifractor,,Cancer4
Intestinibacter,0.011517165005537098,0.0,1381,1161,Intestinibacter,,Cancer4
Lachnoclostridium,0.008416389811738648,0.0,3174,1970,Lachnoclostridium,,Cancer4
Lachnospira,0.003765227021040975,0.0,1163,1052,Lachnospira,,Cancer4
Marvinbryantia,0.004429678848283499,0.0,1996,1375,Marvinbryantia,,Cancer4
Methanobrevibacter,0.09390919158361019,0.0,1063,1000,Methanobrevibacter,,Cancer4
Odoribacter,0.0017718715393133999,5.33864064067302e-11,2526,1594,Odoribacter,,Cancer4
Parabacteroides,0.024141749723145072,0.0,2870,1747,Parabacteroides,,Cancer4
Phascolarctobacterium,0.004208194905869324,0.0,1019,945,Phascolarctobacterium,,Cancer4
Roseburia,0.1045404208194906,0.0,2357,1567,Roseburia,,Cancer4
Slackia,0.018826135105204873,0.0,1239,1082,Slackia,,Cancer4
Streptococcus,0.0035437430786267998,0.0,2896,1822,Streptococcus,,Cancer4
Subdoligranulum,0.01904761904761905,0.0,1731,1301,Subdoligranulum,,Cancer4
Terrisporobacter,0.032336655592469545,-1.0293987884324451e-12,1329,1155,Terrisporobacter,,Cancer4
Tyzzerella,0.0033222591362126247,0.0,2135,1307,Tyzzerella,,Cancer4
Veillonella,0.000664451827242525,0.0,1832,1405,Veillonella,,Cancer4
Acidaminococcus,0.004429678848283499,0.12128757321897428,1278,1090,Acidaminococcus,1.0,Cancer4
Actinomyces,0.001993355481727575,8.643371629301431e-08,2445,1643,Actinomyces,1.0,Cancer4
Akkermansia,0.000664451827242525,2.7960134620755126e-08,2274,1386,Akkermansia,1.0,Cancer4
Alistipes,0.05293466223698782,7.849164961362567,2650,1613,Alistipes,1.0,Cancer4
Anaerostipes,0.05647840531561462,7.401471213424632e-10,2034,1491,Anaerostipes,1.0,Cancer4
Bacteroides,0.0637873754152824,1.8033621580297006e-09,3307,1887,Bacteroides,1.0,Cancer4
Bifidobacterium,0.022812846068660023,0.9137931069337871,3108,1734,Bifidobacterium,1.0,Cancer4
Bilophila,0.00044296788482834997,6.298864370210264e-08,1386,1194,Bilophila,1.0,Cancer4
Blautia,0.3105204872646733,3.1886597287835774e-09,3108,1818,Blautia,1.0,Cancer4
Butyricicoccus,0.007751937984496125,7.826009877972938e-09,1915,1442,Butyricicoccus,1.0,Cancer4
Collinsella,0.10919158361018827,2.992996304857508e-10,2629,1587,Collinsella,1.0,Cancer4
Desulfovibrio,0.0031007751937984496,5.1373093851194e-08,1739,1384,Desulfovibrio,1.0,Cancer4
Dorea,0.007751937984496125,8.89071501016989e-09,2368,1614,Dorea,1.0,Cancer4
Erysipelatoclostridium,0.005758582502768549,9.941436018742534e-09,2826,1639,Erysipelatoclostridium,1.0,Cancer4
Eubacterium,0.0008859357696566999,5.634037874189286e-08,2482,1761,Eubacterium,1.0,Cancer4
Faecalibacterium,0.010188261351052049,4.8290810964851474e-09,1986,1472,Faecalibacterium,1.0,Cancer4
Faecalitalea,0.004651162790697674,9.843395352633331e-09,994,892,Faecalitalea,1.0,Cancer4
Flavonifractor,0.0022148394241417496,1.9433753768724187e-08,1207,1105,Flavonifractor,1.0,Cancer4
Intestinibacter,0.011517165005537098,2.2265466782428116e-09,1381,1161,Intestinibacter,1.0,Cancer4
Lachnoclostridium,0.008416389811738648,7.695728735522151e-09,3174,1970,Lachnoclostridium,1.0,Cancer4
Lachnospira,0.003765227021040975,1.540876869484389e-08,1163,1052,Lachnospira,1.0,Cancer4
Marvinbryantia,0.004429678848283499,8.332854451905179e-09,1996,1375,Marvinbryantia,1.0,Cancer4
Methanobrevibacter,0.09390919158361019,4.2530686917651065e-09,1063,1000,Methanobrevibacter,1.0,Cancer4
Odoribacter,0.0017718715393133999,0.26270529798724257,2526,1594,Odoribacter,1.0,Cancer4
Parabacteroides,0.024141749723145072,1.8352986209004034e-08,2870,1747,Parabacteroides,1.0,Cancer4
Phascolarctobacterium,0.004208194905869324,7.381065532330969e-09,1019,945,Phascolarctobacterium,1.0,Cancer4
Roseburia,0.1045404208194906,1.053760946995518e-09,2357,1567,Roseburia,1.0,Cancer4
Slackia,0.018826135105204873,2.7914336023695236,1239,1082,Slackia,1.0,Cancer4
Streptococcus,0.0035437430786267998,9.67713508719152e-09,2896,1822,Streptococcus,1.0,Cancer4
Subdoligranulum,0.01904761904761905,1.8230503915799343e-09,1731,1301,Subdoligranulum,1.0,Cancer4
Terrisporobacter,0.032336655592469545,1.6836778048988093e-09,1329,1155,Terrisporobacter,1.0,Cancer4
Tyzzerella,0.0033222591362126247,1.0229333061592802e-08,2135,1307,Tyzzerella,1.0,Cancer4
Veillonella,0.000664451827242525,1.6640831302761258e-06,1832,1405,Veillonella,1.0,Cancer4
Acidaminococcus,0.004429678848283499,0.1646971701878317,1278,1090,Acidaminococcus,0.9,Cancer4
Actinomyces,0.001993355481727575,0.006660842338363969,2445,1643,Actinomyces,0.9,Cancer4
Akkermansia,0.000664451827242525,2.1571664776765825e-05,2274,1386,Akkermansia,0.9,Cancer4
Alistipes,0.05293466223698782,4.030758556453513,2650,1613,Alistipes,0.9,Cancer4
Anaerostipes,0.05647840531561462,4.246200136216557e-07,2034,1491,Anaerostipes,0.9,Cancer4
Bacteroides,0.0637873754152824,2.2181929482912346e-05,3307,1887,Bacteroides,0.9,Cancer4
Bifidobacterium,0.022812846068660023,0.979228741904139,3108,1734,Bifidobacterium,0.9,Cancer4
Bilophila,0.00044296788482834997,1.5639438420716212e-05,1386,1194,Bilophila,0.9,Cancer4
Blautia,0.3105204872646733,2.3746410539877614e-06,3108,1818,Blautia,0.9,Cancer4
Butyricicoccus,0.007751937984496125,1.407437306933777e-06,1915,1442,Butyricicoccus,0.9,Cancer4
Collinsella,0.10919158361018827,6.774406737104333e-06,2629,1587,Collinsella,0.9,Cancer4
Desulfovibrio,0.0031007751937984496,0.00928475167482488,1739,1384,Desulfovibrio,0.9,Cancer4
Dorea,0.007751937984496125,2.371640231335272e-06,2368,1614,Dorea,0.9,Cancer4
Erysipelatoclostridium,0.005758582502768549,1.094108089943808e-06,2826,1639,Erysipelatoclostridium,0.9,Cancer4
Eubacterium,0.0008859357696566999,1.1467290281866177e-06,2482,1761,Eubacterium,0.9,Cancer4
Faecalibacterium,0.010188261351052049,4.275327188235062e-07,1986,1472,Faecalibacterium,0.9,Cancer4
Faecalitalea,0.004651162790697674,2.7543685141614574e-06,994,892,Faecalitalea,0.9,Cancer4
Flavonifractor,0.0022148394241417496,3.362444462969852e-07,1207,1105,Flavonifractor,0.9,Cancer4
Intestinibacter,0.011517165005537098,1.2971546601751125e-05,1381,1161,Intestinibacter,0.9,Cancer4
Lachnoclostridium,0.008416389811738648,4.178913259819816e-06,3174,1970,Lachnoclostridium,0.9,Cancer4
Lachnospira,0.003765227021040975,2.9303021714516145e-07,1163,1052,Lachnospira,0.9,Cancer4
Marvinbryantia,0.004429678848283499,1.970574906223131e-05,1996,1375,Marvinbryantia,0.9,Cancer4
Methanobrevibacter,0.09390919158361019,1.7956988138701329,1063,1000,Methanobrevibacter,0.9,Cancer4
Odoribacter,0.0017718715393133999,0.13491808780736245,2526,1594,Odoribacter,0.9,Cancer4
Parabacteroides,0.024141749723145072,0.4546019955173111,2870,1747,Parabacteroides,0.9,Cancer4
Phascolarctobacterium,0.004208194905869324,6.082590648425199e-06,1019,945,Phascolarctobacterium,0.9,Cancer4
Roseburia,0.1045404208194906,6.9281037022933375e-06,2357,1567,Roseburia,0.9,Cancer4
Slackia,0.018826135105204873,1.4335013137677104,1239,1082,Slackia,0.9,Cancer4
Streptococcus,0.0035437430786267998,1.4707938134129238e-06,2896,1822,Streptococcus,0.9,Cancer4
Subdoligranulum,0.01904761904761905,7.431836037643689e-06,1731,1301,Subdoligranulum,0.9,Cancer4
Terrisporobacter,0.032336655592469545,1.5029693421420292e-06,1329,1155,Terrisporobacter,0.9,Cancer4
Tyzzerella,0.0033222591362126247,8.803670468237463e-06,2135,1307,Tyzzerella,0.9,Cancer4
Veillonella,0.000664451827242525,0.00695357828015408,1832,1405,Veillonella,0.9,Cancer4
Acidaminococcus,0.004429678848283499,0.0937837822751434,1278,1090,Acidaminococcus,0.8,Cancer4
Actinomyces,0.001993355481727575,0.025329630832710424,2445,1643,Actinomyces,0.8,Cancer4
Akkermansia,0.000664451827242525,2.49485014542454e-09,2274,1386,Akkermansia,0.8,Cancer4
Alistipes,0.05293466223698782,1.6142672678849896,2650,1613,Alistipes,0.8,Cancer4
Anaerostipes,0.05647840531561462,0.039782735896504745,2034,1491,Anaerostipes,0.8,Cancer4
Bacteroides,0.0637873754152824,0.6833448427561158,3307,1887,Bacteroides,0.8,Cancer4
Bifidobacterium,0.022812846068660023,0.5143432687081982,3108,1734,Bifidobacterium,0.8,Cancer4
Bilophila,0.00044296788482834997,0.003947562885103506,1386,1194,Bilophila,0.8,Cancer4
Blautia,0.3105204872646733,0.19976150842236354,3108,1818,Blautia,0.8,Cancer4
Butyricicoccus,0.007751937984496125,3.192256522723249e-10,1915,1442,Butyricicoccus,0.8,Cancer4
Collinsella,0.10919158361018827,0.0954291221107178,2629,1587,Collinsella,0.8,Cancer4
Desulfovibrio,0.0031007751937984496,0.04296449081992703,1739,1384,Desulfovibrio,0.8,Cancer4
Dorea,0.007751937984496125,0.00569512225875242,2368,1614,Dorea,0.8,Cancer4
Erysipelatoclostridium,0.005758582502768549,0.007309258125657829,2826,1639,Erysipelatoclostridium,0.8,Cancer4
Eubacterium,0.0008859357696566999,0.0036767349745897115,2482,1761,Eubacterium,0.8,Cancer4
Faecalibacterium,0.010188261351052049,0.0016847085722450717,1986,1472,Faecalibacterium,0.8,Cancer4
Faecalitalea,0.004651162790697674,9.715578307625048e-10,994,892,Faecalitalea,0.8,Cancer4
Flavonifractor,0.0022148394241417496,0.00048157678267397706,1207,1105,Flavonifractor,0.8,Cancer4
Intestinibacter,0.011517165005537098,0.017169772325228157,1381,1161,Intestinibacter,0.8,Cancer4
Lachnoclostridium,0.008416389811738648,0.00604691655640303,3174,1970,Lachnoclostridium,0.8,Cancer4
Lachnospira,0.003765227021040975,3.0150719432274718e-09,1163,1052,Lachnospira,0.8,Cancer4
Marvinbryantia,0.004429678848283499,0.006866904161765036,1996,1375,Marvinbryantia,0.8,Cancer4
Methanobrevibacter,0.09390919158361019,1.582433083837868,1063,1000,Methanobrevibacter,0.8,Cancer4
Odoribacter,0.0017718715393133999,0.05411459211692629,2526,1594,Odoribacter,0.8,Cancer4
Parabacteroides,0.024141749723145072,0.4051230241627906,2870,1747,Parabacteroides,0.8,Cancer4
Phascolarctobacterium,0.004208194905869324,0.013533140183900153,1019,945,Phascolarctobacterium,0.8,Cancer4
Roseburia,0.1045404208194906,0.06986034897231254,2357,1567,Roseburia,0.8,Cancer4
Slackia,0.018826135105204873,0.574103274157604,1239,1082,Slackia,0.8,Cancer4
Streptococcus,0.0035437430786267998,0.0012881916244452175,2896,1822,Streptococcus,0.8,Cancer4
Subdoligranulum,0.01904761904761905,0.04811078493228273,1731,1301,Subdoligranulum,0.8,Cancer4
Terrisporobacter,0.032336655592469545,2.476994414641049e-10,1329,1155,Terrisporobacter,0.8,Cancer4
Tyzzerella,0.0033222591362126247,0.006733099900665587,2135,1307,Tyzzerella,0.8,Cancer4
Veillonella,0.000664451827242525,0.01138914949861772,1832,1405,Veillonella,0.8,Cancer4
Acidaminococcus,0.004429678848283499,0.028101452235713344,1278,1090,Acidaminococcus,0.7000000000000001,Cancer4
